caminho_relativo,classe,conjunto
Hairline Fracture/Train/bones_what_to_k_7329_g.rf.ff1f0075b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/bones_what_to_k_7329_thu732g.rf.85dff1f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/bones_what_to_k_7329_thu732g.rf.85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/bones_what_to_k_7329_thu732x549_jpg.rf.85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/bones_what_to_k_732x549_thu732x549_jpg.rf.85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/bones_what_to_k_732x549_thumb-1-732x549_jpg.rf.9df85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/bones_what_to_know_732x549_thumb-1-732x549_jpg.rf.9df85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,treino
Hairline Fracture/Train/c3544ea19278ee2005e1730b96f835_gallery_jpg.rf.ca35e7984e5c7ab494fa801084787be6.jpg,Hairline Fracture,treino
Hairline Fracture/Train/fe0b29d393f33d92c9e4fcd0bae57f_jumbo_jpg.rf.fa9c548b855a1c02ba111f9b3bd679f4.jpg,Hairline Fracture,treino
Hairline Fracture/Train/fped-07-00397-g001_jpg.rf.121196a84bf7b28cde5387af8fbd2.jpg,Hairline Fracture,treino
Hairline Fracture/Train/fped-07-00397-g001_jpg.rf.121196a84bf7b28cde538c5e7af8fbd2.jpg,Hairline Fracture,treino
Hairline Fracture/Train/hairline-fracture-600_jpg.rf.618d08b1030b4b9a8974e28b632ce41e.jpg,Hairline Fracture,treino
Hairline Fracture/Train/hairline-fracture-600x472_jpg.rf.618d08b1030b4b9a8974e28b632ce41e.jpg,Hairline Fracture,treino
Hairline Fracture/Train/hairlinefracture-674-article_jpg.rf.12980b5ea93b6bc87c35a3cca93f1d8f.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image10_jpeg.rf.b0c73ca2dc38a7dec1ccb0ccc1e1c6e9.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image11_jpeg.rf.81b5584061823e7f31042b78dbd4821b.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image14_jpeg.rf.eb57cfc38dfa550d350c8fdbfad1dc6c.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image17_jpeg.rf.36790e784b5aa8bcca71324f138568fb.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image18_jpeg.rf.1fe77cd3c99661ff9d387b8c0d215142.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image24_jpeg.rf.f614121a459136b7bc418a9c4b70f4cf.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image25_jpeg.rf.55803813b717a714694b056743f5d.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image25_jpeg.rf.55803813bb94717a714694b056743f5d.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image32_jpeg.rf.fc29f97a388a26e2476a40c3b3b00b73.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image32_jpeg.rf.fc29f988a26e2476a40c3b3b00b73.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image4_jpeg.rf.bc157da61b79634de589a230a1595de2.jpg,Hairline Fracture,treino
Hairline Fracture/Train/image_jpeg.rf.69e25de2dc00e9c66a2a14bc8aef3e50.jpg,Hairline Fracture,treino
Hairline Fracture/Train/images10_jpg.rf.fdc8c6e0651912e069ad0aa369a47453.jpg,Hairline Fracture,treino
Hairline Fracture/Train/images14_jpg.rf.0e5b60c908c2195b7c37832f3c6db0e6.jpg,Hairline Fracture,treino
Hairline Fracture/Train/images2_jpg.rf.c45208c5ddbd93eacbdb81f908bb7cd6.jpg,Hairline Fracture,treino
Hairline Fracture/Train/images6_jpg.rf.bd03a715d2d9cd93808dfe1103d2d6c6.jpg,Hairline Fracture,treino
Hairline Fracture/Train/oblique_jpg.rf.469359d5e49915020e5c82035e8760df.jpg,Hairline Fracture,treino
Hairline Fracture/Train/pt08sports4_png.rf.34ab59806e34c0f3d450893c9780.jpg,Hairline Fracture,treino
Hairline Fracture/Train/stress-fracture-big_jpg.rf.c202fca41d20d92e242a6a74.jpg,Hairline Fracture,treino
Hairline Fracture/Train/xray-knees-avulsion-fracture-thumb-732x549_jpg.rf.245a6c847556ecac60f7b6fdf5054447.jpg,Hairline Fracture,treino
Hairline Fracture/Train/xray-knees-avulsion-fracture-thumb-jpg.rf.245a6c847556ecac60f7b6fdf5054447.jpg,Hairline Fracture,treino
Impacted fracture/Test/12891_2018_2170_Fig1_HTML_png.rf.2d45186e46a8dac72a42e99ecc1a957c.jpg,Impacted fracture,treino
Impacted fracture/Test/2021_04_07_19_24_6029_2021_04_07_Ulnar_Fracture_jpg.rf.731c2017d7a1d53d0eaf9ace647e8912.jpg,Impacted fracture,treino
Impacted fracture/Test/20980tn_jpg.rf.08df4572fdeb34428103e11296500c19.jpg,Impacted fracture,treino
Impacted fracture/Test/300px-L4_compressionFracture2008_jpg.rf.d65b16f949aa860fb212af1dadbc9c3f.jpg,Impacted fracture,treino
Impacted fracture/Train/125176fig03a_jpeg.rf.87d0aab20d6a29fb072a7d483667203b.jpg,Impacted fracture,treino
Impacted fracture/Train/246959088_jumbo_jpeg.rf.ebc9b79fd23da66831a0c8f8e465b035.jpg,Impacted fracture,treino
Impacted fracture/Train/3-s2-0-B9781782424499000078-f07-08-9781782424499_jpg.rf.56514a817186ea5d68d82c1a9cc80363.jpg,Impacted fracture,treino
Impacted fracture/Train/41598_2020_64471_HTMLg.rf.5603103f4ac684238f3d05539.jpg,Impacted fracture,treino
Impacted fracture/Train/41598_2020_64479_Fig1_HTML_png.rf.56031035bb06aff4ac684238f3d05539.jpg,Impacted fracture,treino
Impacted fracture/Train/41598_2020_64479_Fig1_HTMLg.rf.56031035bb06aff4ac684238f3d05539.jpg,Impacted fracture,treino
Impacted fracture/Train/41598_2020_64479_Fig2_HTML_png.rf.6d72e2fe8092ce099dd60b6e8056b525.jpg,Impacted fracture,treino
Impacted fracture/Train/B9780702034459000484_gr1a_jpg.rf.23bee9489ff619abddb3ffea539bbf99.jpg,Impacted fracture,treino
Impacted fracture/Train/Collesfracture_jpg.rf.fdf807ed30ae0725dce441063f29f33d.jpg,Impacted fracture,treino
Impacted fracture/Train/Featured-Image_jpg.rf.b6d3784fa3f1f5c0ef7dd91108d42d29.jpg,Impacted fracture,treino
Impacted fracture/Train/Figure-Radiographs-showing-an-impacted-fracture-a-at-presentation-b-after-one-month_png.rf.7dd75db1166a50e67f746664884d7c9c.jpg,Impacted fracture,treino
Impacted fracture/Train/Plastic20deformation20of20the20right20radius20combined20with20ulnar20fracture_jpg.rf.c4187bcb6dfdfaa50501d8c408c9948c.jpg,Impacted fracture,treino
Impacted fracture/Train/Plastic20deformation20of2with20ulnar20fracture_jpg.rf.c4187bcb6dfdfaa50501d8c408c9948c.jpg,Impacted fracture,treino
Impacted fracture/Train/a0ac68bfd3ab6c7c08c53e677bc168_jumbo_jpeg.rf.5ab758e2cfe62cdb233d33fbd5055c1d.jpg,Impacted fracture,treino
Impacted fracture/Train/c0403330-800px-wm_jpg.rf.0e2a62e21e40a8e770fc2bdf89482822.jpg,Impacted fracture,treino
Impacted fracture/Train/dasdadsasdasd.jpg,Impacted fracture,treino
Impacted fracture/Train/dasdasdac83.jpg,Impacted fracture,treino
Impacted fracture/Train/diagnostics-12-00384-g009_png.rf.98cbd77d21f4458735958650972418cf.jpg,Impacted fracture,treino
Impacted fracture/Train/diagnostics-12-00384-g009_png.rf.d77d21f4458735958650972418cf.jpg,Impacted fracture,treino
Impacted fracture/Train/f19acd33226ea13aae04fdf2c42e47_jumbo_jpeg.rf.062cf85cd6af954c1e64ed91e2a7133b.jpg,Impacted fracture,treino
Impacted fracture/Train/fracturetoddler01mdfallfromsliderefhtpln2yo_jpg.rf.f1fe08cd7e925de77de3c40b825b42e4.jpg,Impacted fracture,treino
Impacted fracture/Train/gr1_lrg_jpg.rf.3.jpg,Impacted fracture,treino
Impacted fracture/Train/image11_jpeg.rf.e3237093d168161ac266864077bcb65a.jpg,Impacted fracture,treino
Impacted fracture/Train/image17_jpeg.rf.cb10e39030ba72a6bc4f14d4005d822c.jpg,Impacted fracture,treino
Impacted fracture/Train/image23_jpeg.rf.7b047d0a36cb6932bc19ac4ad8f63d49.jpg,Impacted fracture,treino
Impacted fracture/Train/image28_jpeg.rf.16bed34abbb51590036b0c60e9.jpg,Impacted fracture,treino
Impacted fracture/Train/image2_jpeg.rf.210626a0c43aa65f265dcf80aef8214c.jpg,Impacted fracture,treino
Impacted fracture/Train/image31_jpeg.rf.199fe06a30fcdce66f97a330eb3aa66a.jpg,Impacted fracture,treino
Impacted fracture/Train/image5_jpeg.rf.ef3e88c8f368b9d7924086552379adee.jpg,Impacted fracture,treino
Impacted fracture/Train/image9_jpeg.rf.bf5fccaff0c0d646e597ead818b95ae6.jpg,Impacted fracture,treino
Impacted fracture/Train/image_jpeg.rf.d6f18d723e9933a9acc9d3899e043513.jpg,Impacted fracture,treino
Impacted fracture/Train/images10_jpg.rf.fcbd1e13687c6e7fc011cabf80dc08f4.jpg,Impacted fracture,treino
Impacted fracture/Train/images21_jpg.rf.647ea8877bbfcd3cef244921eaeb92e4.jpg,Impacted fracture,treino
Impacted fracture/Train/images22_jpg.rf.23b53055b0b6d9bfd00ad6a7ccad5585.jpg,Impacted fracture,treino
Impacted fracture/Train/images25_jpg.rf.93f0191a9c133a5cc88bf3ca667077bf.jpg,Impacted fracture,treino
Impacted fracture/Train/images26_jpg.rf.4fa787557f4b8ff0dcce710742453e2e.jpg,Impacted fracture,treino
Impacted fracture/Train/images2_jpg.rf.0b2a81afdcebfcc7993e5bca03dac624.jpg,Impacted fracture,treino
Impacted fracture/Train/images36_jpg.rf.b740d16d148bc8ec0d836775d0cc0ef4.jpg,Impacted fracture,treino
Impacted fracture/Train/images39_jpg.rf.8dc1c976b1ae490c9c9055a48d2f0a8f.jpg,Impacted fracture,treino
Impacted fracture/Train/images40_jpg.rf.05845f04a9e42e5c874c104654384252.jpg,Impacted fracture,treino
Impacted fracture/Train/images46_jpg.rf.797ced09ba20a3545f9acd5e607aa106.jpg,Impacted fracture,treino
Impacted fracture/Train/images7_jpg.rf.b0acdd722fe9f9489b08c32d35e90fcc.jpg,Impacted fracture,treino
Impacted fracture/Train/images9_jpg.rf.7bbbea126914a80b9e62cb2785e2b4e1.jpg,Impacted fracture,treino
Impacted fracture/Train/midshaft-tibia-campagne-sized_jpg.rf.2a240c76ef7ea86e727de44b94951dc1.jpg,Impacted fracture,treino
Impacted fracture/Train/owing-compression-fracture-l1-vertebral-body-medical-image-conce4251-658_jpg.rf.559b23715e98b84662ad842e21224d19.jpg,Impacted fracture,treino
Impacted fracture/Train/owing-compression-fracture-l1-vertebral-body-medical-image-concept_34251-658_jpg.rf.559b23715e98b84662ad842e21224d19.jpg,Impacted fracture,treino
Impacted fracture/Train/screen_shot_2017-04-01_at_11-23-23_am_jpg.rf.a594efd60726c034f843e5f9637c6521.jpg,Impacted fracture,treino
Impacted fracture/Train/urncambridge-orgidbinary555020160617101301362-0121figu11_23a_png.rf.44bcd176b7100e76bb170e6498aebcee.jpg,Impacted fracture,treino
Longitudinal fracture/Test/000008_jpg.rf.7672c617956d755d6e0e935f1e9c9d38.jpg,Longitudinal fracture,treino
Longitudinal fracture/Test/2-Figure1-1_png.rf.515ecc51fd0ec33b35a671d379c1485f.jpg,Longitudinal fracture,treino
Longitudinal fracture/Test/2-Figure1-1_png.rf.515ecc51fd0ecc1485f.jpg,Longitudinal fracture,treino
Longitudinal fracture/Test/21a4e1e58df56b97092f93d8c1c230_jumbo_jpeg.rf.fa12dc139f2460747c7aab3231101fc1.jpg,Longitudinal fracture,treino
Longitudinal fracture/Test/300px-Medical_X-Ray_imaging_NJR06_Nevit_nasal_bone_fracture_jpg.rf.f482a70f53e8ceac96b6ee215badf095.jpg,Longitudinal fracture,treino
Longitudinal fracture/Test/544x728_BODY_Fibula_Fracture_jpg.rf.bb33fd70d075eed4226b2835138e867f.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/1008-1275-17-06-013-f001_png.rf.54cedd767db0c2fc077b8ee71c9e43c.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/21151tn_jpg.rf.5b9162d012e2ced3c96ef688dabfdbe1.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/40942tn_jpg.rf.ea02d4334727c5cd69e25083d7900bf0.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/40944tn_jpg.rf.f85117d38e3c31931ffd8cd3f8f38563.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/5081d92848d45_jpg.rf.1e2a0baa221d9049fe04927ae77c1aaa.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/A320567_1_En_5_Fig6_HTML_jpg.rf.bb8c0d72b86fe86680adbe300f5f7e7c.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/Axial-and-longitudinal-view-of-a-fracture-of-radius-compared-to-the-antero-posterior-and_png.rf.e77312c9f14b136659070b02b564077.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/InkedACEP_0820_pg21a_png.rf.89568c42e435eebc84538f809c20dd_LI.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/InkedACEP_0820_pg21a_png.rf.sasda89568c42e435eebc84538f809c20dd_LI.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/Inkedimage26_jpeg.rf.e399914b4d15_LI.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/The20fracture20and20Comparison20view20Emergency20Medicine20Practice-JPG_jpg.rf.bd786bdbdcd5f35c104e8c55b79493a9.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/Transverse-fracture_Q640_jpg.rf.bd71d2eed0fbf69b27d73a5da8986635.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/c0775e1108f1dd0ff3ada8b4236468_jumbo_-_Copy_gallery_jpeg.rf.c7e9fb03e9ac757ceb2dc4ab1153af6b.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/c3b888d6703550954cce7402813926_jumbo_jpg.rf.b1afe5b4fb067b608bb90b9e7b98fa42.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/children-08-00431-1_pnrf.596d1c08c05b9df5feeffb3bac9fadd.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/children-08-00431-g001_png.rf.596d1c08c015b9df5feeffb3bac9fadd.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/children-08-00431-g001_png.rf.596d1c08c05b9df5feeffb3bac9fadd.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/children-08-0043_pnrf.596d1c08c05b9df5feeffb3bac9fadd.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/dorsal_cortical_ir_oblique_jpg.rf.d603d36c49ddf70ced80d4d13ae4fa24.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/e35976_ddf889e22b7d42b3abe6d2f83284a8ddmv2_png.rf.128610f16f5d55e8ac3c606f6b7b6196.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/figure_seven_wrist_xray_jpg.rf.76d62dd943ff981805c233a35a913a1b.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/figure_six_wrist_xray_jpg.rf.1ddad8212c6dceb760b761fa90b46629.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/figure_six_wrist_xray_jpg.rf.1ddad8212c6dceb760b761fa9b46629.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/gr172_jpg.rf.976b67b77327877fe0a539b1681ecb3a.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/gr1_lrg_jpg.rf.3349c8c2ce9d77d4efc40bd71c926a93.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/gr_1ab_jpg.rf.6e84e35069fb5edb9eca6ffa8c4609.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/gr_1ab_jpg.rf.6e84e35069fbb9eca6ffa8c4609.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/image13_jpeg.rf.f5d86e81fa4a6eafc25e4ee503152a0b.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/image21_jpeg.rf.c2ed4ef2e64f19aa02e33ab4b7850309.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/image25_jpeg.rf.ae28ceca6ded2ccf2b9c51bd20843b94.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/image30_jpeg.rf.ed7680246c3a5e8bbd3e02260b348d83.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/image4_jpeg.rf.24e44093519b0976d4b131c7bd20f941.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/image5_jpeg.rf.100c955b950c06a9f1dbe1ba117f1049.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/images4_jpg.rf.6fc5b238a326f8d654ecfd446df3b6f9.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/images5_jpg.rf.96c42ac7d9cf951fa63b5cc5d971c4c1.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/lightbox_f4586ec05f6311ecbb9e490427b3aebd-pic-1_png.rf.28e28e99048587d0b798adfc3d1572d3.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/nitial-post-traumatic-anteroposterior-X-ray-of-the-femur-Hip-dysplasia-with-severe_png.rf.61150d3ad4c8e023b252923d255db9ac.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/paediatric-fractures-45-320_jpg.rf.f065df547b69f3160a1172c4a5292b41.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/phalanx_jpg.rf.6b2f188001afe10883af86f78a022b3f.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/pp_long_oblique_jpg.rf.c32bb80237a2954a49613ace007937bc.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/preop-2_jpg.rf.aa56f91712e5b5bea0672bf02d053a7f.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/primary-care-fracture-management-927x480_jpg.rf.e9ce00ba8553c4b7af118baa7e1d5a3c.jpg,Longitudinal fracture,treino
Longitudinal fracture/Train/rrr.jpg,Longitudinal fracture,treino
Oblique fracture/Test/10-1055-b-002-85516_c023_f003-1_jpg.rf.a2cb46deb0263fc9290f45ee328c632.jpg,Oblique fracture,treino
Oblique fracture/Test/220px-MalletFinger-PNG_jpg.rf.8eb8b19e344b2ab4d48b4cbeda7b4a80.jpg,Oblique fracture,treino
Oblique fracture/Test/2624240dc461d0c5d2d7fb7e16b3065c_jpg.rf.628b0bc8b7bb91626b4835d7b36293b6.jpg,Oblique fracture,treino
Oblique fracture/Test/493071_0_En_42-1_Fig9_HTML_jpg.rf.5df14a5beb171c842378a962949b7ac6.jpg,Oblique fracture,treino
Oblique fracture/Test/493071_0_En_42-1_Fig9_HTML_jpg.rf.5df14a5beb171c842378a96949b7ac6.jpg,Oblique fracture,treino
Oblique fracture/Test/493071_0_En_4_Fig9_HTML_jpg.rf.5d14a5beb171c2378a96949b7ac6.jpg,Oblique fracture,treino
Oblique fracture/Test/493071_0_En_4_Fig9_HTML_jpg.rf.5d14a5beb171c842378a96949b7ac6.jpg,Oblique fracture,treino
Oblique fracture/Test/493071_0_En_4_Fig9_HTML_jpg.rf.5df14a5beb171c842378a96949b7ac6.jpg,Oblique fracture,treino
Oblique fracture/Test/6355f23b1cf9e11781e91f6af08293_jpg.rf.b4349082bc63bd7f3623633c67cebe25.jpg,Oblique fracture,treino
Oblique fracture/Test/A-radiograph-shows-completely-displaced-short-oblique-fracture-of-the-right-femur-shaft_png.rf.ccee1b8ade24a3ca729780cd9563cf26.jpg,Oblique fracture,treino
Oblique fracture/Test/ankle20per4_jpg.rf.c2cc3850df30ebbc01f5e97b7d812ea0.jpg,Oblique fracture,treino
Oblique fracture/Train/-view-with-finger-splint-for-diagnostic-fracture-and-gouty-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d.jpg,Oblique fracture,treino
Oblique fracture/Train/C7-FF2-1_jpg.rf.62c4943b03b06448c1473d60b16bc7db.jpg,Oblique fracture,treino
Oblique fracture/Train/Case1_jpg.rf.2439c012d5bcdfed05d5e4110b7f.jpg,Oblique fracture,treino
Oblique fracture/Train/Case1_jpg.rf.2439c012d5bcdfed05d5e417f.jpg,Oblique fracture,treino
Oblique fracture/Train/Case1_jpg.rf.2439c012d5bcdfed05d5e47f.jpg,Oblique fracture,treino
Oblique fracture/Train/Howtodescribefractureonx-ray_jpg.rf.04d93dce43e69178faab20529886ef2c.jpg,Oblique fracture,treino
Oblique fracture/Train/IM000003_jpg.rf.4e91fa40fabd9c23137a68153bc8f94a.jpg,Oblique fracture,treino
Oblique fracture/Train/Initial-radiographs-Oblique-spiral-fracture-is-observed-in-the-diaphysis-of-tibia_jpg.rf.9658444cad8609971c790aab2d8dced0.jpg,Oblique fracture,treino
Oblique fracture/Train/Inkedfracture-interpretation-for-medical-students-48-320_jpg.rf.ba96e0e11ccfd0ccd92030d7166a_LI.jpg,Oblique fracture,treino
Oblique fracture/Train/Inkedoblique-fracture-lower-tibia-246x300_jpg.rf.69fe907d7d2e9cfb48_LI.jpg,Oblique fracture,treino
Oblique fracture/Train/Right-humerus-X-ray-shows-oblique-fracture-of-humeral-shaft-with-a-medial-butterfly_png.rf.e5230bf0700b6fca6078bb7be6b3717b.jpg,Oblique fracture,treino
Oblique fracture/Train/T1511F02_Fig01_j92ae5d2f4a590bcbc55.jpg,Oblique fracture,treino
Oblique fracture/Train/X-rays-showing-displaced-oblique-fracture-of-right-middle-finger-distal-phalanx-a-b_Q640_jpg.rf.9b6221039535a950feb06d8456c38aa2.jpg,Oblique fracture,treino
Oblique fracture/Train/b09d1b20e7e311ea881f091bea3146cf-1_png.rf.4f989bc3a508d12a256d5870ee3f8fa8.jpg,Oblique fracture,treino
Oblique fracture/Train/cow218arr_jpg.rf.4f53079b9f69dc3b966b05e6a1a7144.jpg,Oblique fracture,treino
Oblique fracture/Train/cow218arr_jpg.rf.4f53079b9f6dc3b966b056a1a7144.jpg,Oblique fracture,treino
Oblique fracture/Train/cow218arr_jpg.rf.4f53079b9f6dc3b966b05e6a1a7144.jpg,Oblique fracture,treino
Oblique fracture/Train/dd530760e7e311ea945f4f8376e27496-2_png.rf.2016418903aff92b1325e4debf48dc7a.jpg,Oblique fracture,treino
Oblique fracture/Train/f55f0da6134797c646321056770190_gallery_jpg.rf.5e8c79979efd0328ec5b08fd07e766d2.jpg,Oblique fracture,treino
Oblique fracture/Train/g03nv35g19b_jpeg.rf.8af1347a3bfacb730c238fca772a58ce.jpg,Oblique fracture,treino
Oblique fracture/Train/image-1_png.rf.1c5d3fb41a5b7377863e99252bfaf4d2.jpg,Oblique fracture,treino
Oblique fracture/Train/image15_jpeg.rf.0f97ab8f9da6371a898713f3f0bc1d01.jpg,Oblique fracture,treino
Oblique fracture/Train/image16_jpeg.rf.60112aef3d78a6c982d0920452278809.jpg,Oblique fracture,treino
Oblique fracture/Train/image17_jpeg.rf.504fb51c6b6b9d8befa5567e711b1f88.jpg,Oblique fracture,treino
Oblique fracture/Train/image27_jpeg.rf.aa33d8717bcad1b76daca85ce7c4b109.jpg,Oblique fracture,treino
Oblique fracture/Train/image2_jpeg.rf.ec95dc5f2c7fdd358100b39408b45f9f.jpg,Oblique fracture,treino
Oblique fracture/Train/image2lateralxrayfibularz11_1220081_jpg.rf.a4ab9064562d450af6cc3cc6f569bbb0.jpg,Oblique fracture,treino
Oblique fracture/Train/image31_jpeg.rf.49c6015ae65879c6551ec9e802c6c.jpg,Oblique fracture,treino
Oblique fracture/Train/image32_jpeg.rf.d32f38806678d55406a21094627433e5.jpg,Oblique fracture,treino
Oblique fracture/Train/image32_jpeg.rf.d32f38806678d55406a21627433e5.jpg,Oblique fracture,treino
Oblique fracture/Train/image3_jpeg.rf.a4b675eaa9ebcf08192178e58ccc6893.jpg,Oblique fracture,treino
Oblique fracture/Train/image5_jpeg.rf.8c52953df7f34e8e3f6070991c56928b.jpg,Oblique fracture,treino
Oblique fracture/Train/image6_jpeg.rf.03c8938004852182bf149be3921d5864.jpg,Oblique fracture,treino
Oblique fracture/Train/image8_jpeg.rf.374d101e7fb6f29e562b4f6867e2fd8e.jpg,Oblique fracture,treino
Oblique fracture/Train/images2_jpg.rf.6b2484bc1ae12da01bf9c2b63ec33924.jpg,Oblique fracture,treino
Oblique fracture/Train/oblique-fracture-tibia-244x300_jpg.rf.718f4c740fc3d276aeaa395e6563dc58.jpg,Oblique fracture,treino
Oblique fracture/Train/oblique-fracture-tibia-244x300_jpg.rf.718f4c740fc3d276aeaa396563dc58.jpg,Oblique fracture,treino
Oblique fracture/Train/proximal__phalanx__fx_jpg.54b60599e7037336959ff9365f078e.jpg,Oblique fracture,treino
Oblique fracture/Train/proximal__phalanx__fx_jpg.rf.54b60599e7037336959ff9365f078e.jpg,Oblique fracture,treino
Oblique fracture/Train/sabu-raijua-general-hospital-regency-260nw-1839626560_jpg.rf.1ce51da913f3991295335896efe3ff35.jpg,Oblique fracture,treino
Oblique fracture/Train/transverse_fracture-600x338_jpg.rf.d0b5aee592b805b3b0e69f5a9b0743dc.jpg,Oblique fracture,treino
Oblique fracture/Train/v1c19b_jpg.rf.81cf4bd329a28b5ba63dd9d7c23764ab.jpg,Oblique fracture,treino
Oblique fracture/Train/x-ray-hand-ap-oblique-post-fix-fracture-second-metacarpol-bone-with-plate-screws_34251-60_jpg.rf.f9541a445c14fdf0a4c84483d276cf25.jpg,Oblique fracture,treino
Oblique fracture/Train/x-ray-proximal-phalanx-fractures-child-AMM429_jpg.rf.e8aa2a630d9730c92c2b30bf4ce90bb1.jpg,Oblique fracture,treino
Oblique fracture/Train/xray-image-foot-ap-oblique-600w-267976154_jpg.rf.54b9ad550bab02b311438c863a3e1737.jpg,Oblique fracture,treino
Pathological fracture/Test/1-s2-0-S1877056815003461-gr1_jpg.rf.ec0a245d628f490c02ba81171284.jpg,Pathological fracture,treino
Pathological fracture/Test/1-s2-0-S1877056815003461-gr1_jpg.rf.ecdb5a0a245d628f490c02ba81171284.jpg,Pathological fracture,treino
Pathological fracture/Test/1-s2-0-S1877056815003461-gr6_jpg.rf.ad4975a86d23505ff95c659bf9b7319a.jpg,Pathological fracture,treino
Pathological fracture/Test/1-s2-0-S2352187216300080-gr1_jpg.rf.477e8e5de5f8e589b07827541c666829.jpg,Pathological fracture,treino
Pathological fracture/Test/10-1302_2058-5247_jpeg0e7caa4b22d386e38317dab60c.jpg,Pathological fracture,treino
Pathological fracture/Test/1b_jpg.rf.45e283da037d29a26ffb44f397bcc1a1.jpg,Pathological fracture,treino
Pathological fracture/Test/2-Figure1-1_png.rf.9e804429de51de6c690ce31f571a9.jpg,Pathological fracture,treino
Pathological fracture/Test/2-Figure1-1_png.rf.9e804429de51de6c6e8590ce31f571a9.jpg,Pathological fracture,treino
Pathological fracture/Test/2-Figure3-1_png.rf.c51b89ee7be9053a5d4c6df08fd5a852.jpg,Pathological fracture,treino
Pathological fracture/Test/2b092d94ab7a1cdd41f5853d807d86e1_jpg.rf.6586c0707d53092752ac91bfe141856c.jpg,Pathological fracture,treino
Pathological fracture/Test/5b15c2accb90c7880e90b2ca70ec9e28_jpg.rf.1eedf24749b4cb2037bfae26f918f7e8.jpg,Pathological fracture,treino
Pathological fracture/Test/8-2010728x6_png.rf.92b0fe8076d882c69c6528b.jpg,Pathological fracture,treino
Pathological fracture/Test/8-2010728x6_png.rf.92b0fe8076d88866d5e4792c69c6528b.jpg,Pathological fracture,treino
